"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"BeModelTreatmentStatus","BeModelTreatmentStatus","","","",0,*,"","","","null {[]} {[]}
","BeModelTreatmentStatus","Logical model with the information for the status of the treatment.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"BeModelTreatmentStatus.identifier","BeModelTreatmentStatus.identifier","","","",1,1,"","","","Identifier {[]} {[]}
","UUID (see Doc: https://docs.google.com/document/d/13qamEPfdQ2HgUiXmjwHQNchpEU3LsQHF5MN9jKufX2g/edit?usp=sharing ) Absent during creation by client software, otherwise always present.","UUID (see Doc: https://docs.google.com/document/d/13qamEPfdQ2HgUiXmjwHQNchpEU3LsQHF5MN9jKufX2g/edit?usp=sharing ) Absent during creation by client software, otherwise always present.","","","","","","","","","",,,,,"",,,,"BeModelTreatmentStatus.identifier",1,1,"",""
"BeModelTreatmentStatus.startDate","BeModelTreatmentStatus.startDate","","","",0,1,"","","","dateTime {[]} {[]}
","Start date of processing","Start date of processing","","","","","","","","","",,,,,"",,,,"BeModelTreatmentStatus.startDate",0,1,"",""
"BeModelTreatmentStatus.endDate","BeModelTreatmentStatus.endDate","","","",0,1,"","","","dateTime {[]} {[]}
","End date of processing","End date of processing","","","","","","","","","",,,,,"",,,,"BeModelTreatmentStatus.endDate",0,1,"",""
"BeModelTreatmentStatus.status","BeModelTreatmentStatus.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Status of the task","Status of the task","","","","","","","","","",,,,,"",,,,"BeModelTreatmentStatus.status",1,1,"",""
"BeModelTreatmentStatus.genericRequestId","BeModelTreatmentStatus.genericRequestId","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/drp/StructureDefinition/BeModelReferralPrescription]]}
","Reference to the associated referral prescription","Reference to the associated referral prescription","","","","","","","","","",,,,,"",,,,"BeModelTreatmentStatus.genericRequestId",1,1,"",""
"BeModelTreatmentStatus.output[x]","BeModelTreatmentStatus.output[x]","","","",0,*,"","","","* {[]} {[]}
","Value or reference to the output(s) of the execution","Value or reference to the output(s) of the execution","","","","","","","","","",,,,,"",,,,"BeModelTreatmentStatus.output[x]",0,*,"",""
