URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-annex81-nursing-diagnosis,1.0.0,active,,BeVSAnnex81NursingDiagnosis,eReferral Annex 81 Nursing Diagnosis,"Nursing diagnoses/findings that can motivate an Annex 81 request.",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-annex81-technical-type,1.0.0,active,,BeVSAnnex81TechnicalType,eReferral Annex 81 Technical Type,"Technical type for Annex 81 prescriptions.",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-body-site,1.0.0,active,,BeVSBodySite,eReferral Body Site,"Anatomical body sites based on SNOMED CT for use in referral prescriptions.",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-body-topography,1.0.0,active,,BeVSBodyTopography,eReferral Body Topography,"Topographical qualifiers for body sites based on SNOMED CT.",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-categories-of-care,1.0.0,active,,BeVSCategoriesOfCare,eReferral Categories of Care,"Categories of care that can be prescribed by a GP in the eReferral project. Currently limited to nursing care.","StructureDefinition/be-referral-servicerequest,StructureDefinition/be-referral-servicerequest-nursing,StructureDefinition/be-referral-servicerequest-diagnosticimaging","SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-diabetes-education-identifier,1.0.0,active,,BeVSDiabetesEducationIdentifier,eReferral Diabetes Education Identifier,"Identifiers to distinguish types of diabetes education prescriptions.",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-diagnostic-imaging-indication,1.0.0,active,,BeVSDiagnosticImagingIndication,eReferral/PSS Diagnostic Imaging Indication,"Clinical indications and findings that can support a diagnostic imaging request using SNOMED CT.",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-diagnostic-imaging-procedure,1.0.0,active,,BeVSDiagnosticImagingProcedure,eReferral/PSS Diagnostic Imaging Procedure,"Diagnostic care services that can be prescribed for diagnostic imaging using SNOMED CT.","StructureDefinition/be-referral-servicerequest-diagnosticimaging","SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-education-type-with-trajectory,1.0.0,active,,BeVSEducationTypeWithTrajectory,eReferral Education Type With Trajectory,"Types of diabetes education for education within a care trajectory.",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-education-type-without-trajectory,1.0.0,active,,BeVSEducationTypeWithoutTrajectory,eReferral Education Type Without Trajectory,"Types of diabetes education for patients without a trajectory.",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-educator-type,1.0.0,active,,BeVSEducatorType,eReferral Educator Type,"Types of educators for diabetes education activities.",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-glycemia-measurement-time,1.0.0,active,,BeVSGlycemiaMeasurementTime,eReferral Glycemia Measurement Time,"Timing of glycemia measurements.",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-note-type,1.0.0,active,,BeVSNoteTypes,eReferral Note Type,"Types of notes that can be associated with a referral prescription.","StructureDefinition/be-annex-81,StructureDefinition/be-referral-servicerequest,StructureDefinition/be-referral-servicerequest-nursing,StructureDefinition/be-referral-servicerequest-diagnosticimaging","Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-nursing-care-requested,1.0.0,active,,BeVSNursingCareRequested,eReferral Nursing Care Requested,"Clinical care services that can be prescribed for nursing care using SNOMED CT.","StructureDefinition/be-referral-servicerequest-nursing","SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-nursing-prescription-technical-type,1.0.0,active,,BeVSNursingPrescriptionTechnicalType,eReferral Nursing Prescription Technical Type,"Technical types of nursing prescriptions for routing and workflow purposes.","StructureDefinition/be-referral-servicerequest-nursing","Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-parameter-type,1.0.0,active,,BeVSParameterType,eReferral Parameter Type,"Types of parameters/vital signs that can be measured.",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-prescription-type,1.0.0,active,,BeVSPrescriptionType,eReferral Prescription Type ValueSet,"Technical types of prescriptions supported by the eReferral system. Used for routing and workflow purposes.","StructureDefinition/be-referral-servicerequest,StructureDefinition/be-referral-servicerequest-diagnosticimaging","Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-pss-indication,1.0.0,active,,BeVSPSSIndication,PSS Indication,"Indication codes for diagnostic imaging requests as PSS Internal Codes.","StructureDefinition/be-referral-servicerequest-diagnosticimaging","Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-sample-substance-type,1.0.0,active,,BeVSSampleSubstanceType,eReferral Sample Substance Type,"Types of samples/substances that can be collected.",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-session-type,1.0.0,active,,BeVSSessionType,eReferral Session Type,"Types of sessions for education or care activities (standard).",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-session-type-extended,1.0.0,active,,BeVSSessionTypeExtended,eReferral Session Type Extended,"Types of sessions for education or care activities (extended, including combination).",,"Internal"
